Well_ID,X,Y,Depth,Porosity,Perm,AI,Density,Comp_vel,E,Vs,G,layer,lith_id,Log_perm,mindist,avg_inv_dist,avg_sq_inv_dist,avg_sqrt_inv_dist,log_mindist,Top_depth,interval,distance to woc,distance to fault,fault indicator,Avg_perm,thickness,bottom to woc,sand prp.,sandshaly prp.,k/log_mindist,area_poly,woc rise 0,woc rise 1,woc rise 2,woc rise 3,bottom to woc 1,bottom to woc 2,bottom to woc 3,Cumoil1,Cumoil2,Cumoil3,Cumwater1,Cumwater2,Cumwater3,total1,total2,total3,prod_o1,prod_o2,prod_o3,prod_w1,prod_w2,prod_w3,oil12,oil23,water12,water23,wcut1,wcut2,wcut3,wcutincrease1,wcutincrease2,dp_1,dp_2,dp_3
Well_no_11,4275.0,5675.0,3050.4700000000007,0.13017354437429396,115.77640581958417,7278447.953267835,2.134073496097435,3528.618468130828,26.109482026196382,1681.9601010499998,6.20226304065085,9.5,2.3,4.605973648838527,813.9410298049856,0.004232653107643592,4.530544636541676e-06,0.12993300367984667,6.701887918421261,3046.5624697748294,0.4328765112584733,16.93000000000029,-1272.7922061357856,1.0,115.77640581958417,9.5,12.180000000000291,0.45,0.8499999999999999,17.27519278580494,902.1116770613194,0,1.2515678219828958,1.9067556116655346,2.3426789897161004,10.928432178017395,10.273244388334756,9.83732101028419,512.8,791.55,978.14,189.4,589.27,1120.3,702.1999999999999,1380.82,2098.44,512.8,278.75,186.59000000000003,189.4,399.87,531.03,-0.4564157566302652,-0.33061883408071735,1.111246040126716,0.32800660214569727,0.26972372543434925,0.5892399280893578,0.7399877372425518,1.1846054778476607,0.2558343417799299,136.23031053678463,136.23031053678463,136.23031053678463
Well_no_12,1625.0,3775.0,3057.599999999999,0.12697395971306735,93.90321466731234,7321879.4734,1.9002001873753749,3852.5793478968712,29.157690528908688,1649.622772540717,5.284560560954738,9.5,2.15,4.446034660802061,500.0,0.004608504235300905,6.286226685796271e-06,0.13309548025266563,6.2146080984221905,3052.924631010597,0.47126844947010793,9.800000000000182,-4490.128060534576,1.0,93.90321466731234,9.5,5.050000000000182,0.45,0.8499999999999999,15.110078251137532,2000.0,0,0.8370009942017429,1.3203300739904926,1.6662210389016425,4.212999005798439,3.7296699260096893,3.3837789610985394,422.81,659.42,840.47,380.47,987.1,1714.1,803.28,1646.52,2554.5699999999997,422.81,236.60999999999996,181.05000000000007,380.47,606.63,726.9999999999999,-0.440386935029919,-0.2348167871180419,0.5944226877283358,0.1984240805762984,0.4736455532317499,0.7194037284758787,0.800616706128517,0.518865158908991,0.11288929211514542,84.0941535161326,84.0941535161326,84.0941535161326
Well_no_13,5175.0,8875.0,3058.7900000000004,0.13100411999457923,97.04639315183287,7316657.937410638,2.130518356627917,3681.6722776772235,26.31339132438244,1673.1195596112939,5.973909880187189,9.5,2.45,4.4973883601129465,353.55339059327366,0.007748374576846001,1.6788336343080868e-05,0.1733996290769012,5.868034508142217,3052.013594198346,0.5763202900827537,8.610000000000127,1626.3455967290586,0.0,97.0463931518329,9.5,3.8600000000001273,0.6500000000000001,0.8000000000000002,16.538142885352105,465.1617274223119,0,0.4934322487301534,0.789815093612599,1.0134732596786475,3.366567751269974,3.0701849063875284,2.8465267403214796,357.06,569.71,732.29,536.04,1243.1,2049.9,893.0999999999999,1812.81,2782.19,357.06,212.65000000000003,162.57999999999993,536.04,707.06,806.8000000000002,-0.40444183050467697,-0.2354573242417122,0.31904335497350944,0.14106299323961227,0.6002015451797111,0.7687858129192897,0.8322845530132663,0.2808794297407239,0.08259613929769924,95.29991737685157,95.29991737685157,95.29991737685157
Well_no_14,3075.0,8225.0,3057.550000000001,0.1273032331736538,60.35297709149866,7321686.294457791,1.9135977133778745,3838.766934087222,28.879984122364153,1694.2508010283534,5.255639625987241,9.5,2.15,3.9775906267082397,585.234995535981,0.00541274488549286,7.592286189973066e-06,0.14647602332703005,6.372013468342207,3050.493778009155,0.5903110995423049,9.849999999999909,-318.1980515339464,1.0,60.35297709149866,9.5,5.099999999999909,0.5,0.8000000000000002,9.471570860819376,611.2439623123854,0,0.371075116485124,0.6085479446036949,0.7957983037495503,4.728924883514785,4.4914520553962145,4.304201696250359,472.57,723.88,897.16,440.96,1148.4,2003.3,913.53,1872.2800000000002,2900.46,472.57,251.31,173.27999999999997,440.96,707.44,854.8999999999999,-0.468205768457583,-0.3104930165930525,0.6043178519593616,0.2084417053036297,0.48269898087638063,0.737877444589309,0.8314691980003501,0.528649269674509,0.12683915750146393,98.11243940915479,98.11243940915479,98.11243940915479
Well_no_15,1925.0,5875.0,3055.809999999999,0.11103841303189088,43.710441361605696,7449720.244546279,1.788904816203448,4328.386619719934,31.375208127331955,1639.7469815125764,5.180365478565799,9.5,1.7,3.710297256095123,390.5124837953327,0.005768768339290758,1.0152945471136992e-05,0.14814502094036777,5.9674599375148025,3051.965564426415,0.42972177867918615,11.590000000000146,-2793.071785686863,1.0,43.71044136160571,9.5,6.8400000000001455,0.05000000000000001,0.8000000000000002,7.324798460198676,2000.0,0,0.5498379236241947,0.879238138368658,1.1247995864768197,6.2901620763759505,5.960761861631488,5.715200413523326,183.76,289.93,375.02,133.43,347.43,599.44,317.19,637.36,974.46,183.76,106.17000000000002,85.08999999999997,133.43,214.0,252.01000000000005,-0.42223552459730074,-0.1985494960911749,0.6038372180169377,0.17761682242990676,0.420662694284183,0.6683949152012992,0.7475823197864138,0.5889094143198688,0.11847397815895384,80.62097147346533,80.62097147346533,80.62097147346533
Well_no_16,4775.0,9475.0,3059.739999999999,0.12404744171441846,90.81793524094067,7350065.589934503,2.198434985846784,3418.90865258918,25.96403146736652,1675.2647906762402,6.283545014370754,9.5,2.15,4.375484482757967,430.1162633521315,0.005750206094137375,9.407069643977375e-06,0.1493050685103188,6.064055552030229,3052.25808068316,0.6115959658420251,7.660000000000309,1767.7669529663685,0.0,90.81793524094066,9.5,2.9100000000003092,0.4000000000000001,0.75,14.976435235745006,1657.7348288554847,0,0.3461924144776869,0.570259763249201,0.7487628816508776,2.563807585522622,2.3397402367511084,2.1612371183494314,275.73,460.3,608.09,708.08,1531.5,2435.5,983.8100000000001,1991.8,3043.59,275.73,184.57,147.79000000000002,708.08,823.42,904.0,-0.33061328110833066,-0.19927398818876293,0.16289119873460614,0.09786014427631105,0.7197324686677306,0.8168930247323882,0.8594871599844076,0.1349953771635562,0.052141631722186756,78.19947658934625,78.19947658934625,78.19947658934625
Well_no_17,5725.0,6275.0,3052.0,0.13607681878989902,99.3231094721762,7282111.02937593,2.21091639555,3484.1551262994863,24.87652014372155,1656.9648751013415,6.2165535522167445,9.5,2.35,4.404843993992291,500.0,0.005960606763949896,9.242797489298003e-06,0.1536887534875896,6.2146080984221905,3047.1925780524602,0.47787109737703304,15.400000000000091,176.77669529663683,1.0,99.32310947217617,9.5,10.650000000000091,0.55,0.8000000000000002,15.982199987380227,532.5527760049998,0,1.4972333213182136,2.262022376579869,2.7605755100992613,9.152766678681877,8.387977623420221,7.889424489900829,596.15,882.17,1062.1,211.7,651.45,1238.0,807.8499999999999,1533.62,2300.1,596.15,286.02,179.92999999999995,211.7,439.75000000000006,586.55,-0.5202214207833599,-0.370918117614153,1.0772319319792163,0.3338260375213187,0.2620535990592313,0.605908207834438,0.765251539505271,1.3121537349978776,0.2629826260983297,137.3158006912833,137.3158006912833,137.3158006912833
Well_no_18,2625.0,2375.0,3057.309999999999,0.11147063261128562,59.72829859280163,7446715.236863065,1.8350834391289372,4140.71785600584,30.37991009024474,1658.220076382133,4.945063593894941,9.5,1.7,3.8754367226278896,565.6854249492383,0.004582177053091081,5.772835757311731e-06,0.13389930024294608,6.338038137387954,3052.4949477717623,0.47825261141181274,10.090000000000146,-4772.970773009195,1.0,59.728298592801615,9.5,5.3400000000001455,0.29999999999999993,0.6999999999999997,9.423783400807519,907.9676199635937,0,1.0861411328166206,1.68086287523811,2.088005365094285,4.253858867183525,3.6591371247620357,3.2519946349058606,300.81,470.42,597.31,318.22,807.52,1392.3,619.03,1277.94,1989.61,300.81,169.61,126.88999999999993,318.22,489.29999999999995,584.78,-0.4361557129084804,-0.25187194151288295,0.5376154861416628,0.19513590844062953,0.514062323312279,0.7425900350578987,0.8217010693158348,0.4445525403868108,0.10653392925178146,78.69825725321851,78.69825725321851,78.69825725321851
Well_no_19,3475.0,6925.0,3053.410000000001,0.1309548846871848,103.3845274566731,7324292.624927524,1.9143139303500003,3908.397350286624,28.936451391522844,1684.3038360314124,5.332792570887572,9.5,2.15,4.381442689866181,471.6990566028301,0.006778923479400139,1.2245933228254547e-05,0.16323419817336535,6.1563411902942144,3049.074726933243,0.4542636533378072,13.990000000000236,-954.594154601839,1.0,103.38452745667311,9.5,9.240000000000236,0.45,0.8499999999999999,16.793177028535073,389.30822651067376,0,0.6670402743959708,1.0483945641477346,1.3236682128523165,8.572959725604266,8.191605435852502,7.91633178714792,451.52,669.82,817.74,275.29,790.33,1439.1,726.81,1460.15,2256.84,451.52,218.30000000000007,147.91999999999996,275.29,515.04,648.7699999999999,-0.5165219702338765,-0.3224003664681635,0.8708997784154888,0.25964973594283924,0.3787647390652303,0.7023208879919272,0.8143317978134531,0.8542404177464221,0.15948679832346588,121.97988407131253,121.97988407131253,121.97988407131253
Well_no_20,1175.0,2175.0,3061.330000000001,0.11819198526152004,92.0821266308757,7368822.289704357,1.915604791374821,3905.168968834621,29.408544954585675,1694.7934908075142,5.44568874155,9.5,1.85,4.468598916813458,430.1162633521315,0.00547834582805523,9.144721644721645e-06,0.144038347366378,6.064055552030229,3055.6913552861456,0.5194322356926705,6.070000000000164,-5939.696961966999,1.0,92.08212663087573,9.5,1.3200000000001637,0.34999999999999987,0.75,15.18490815936652,2000.0,0,0.6981537487412911,1.1133532066984326,1.416997891435458,0.6218462512588726,0.20664679330173108,-0.09699789143529425,171.98,268.98,346.96,566.18,1285.6,2073.2,738.16,1554.58,2420.16,171.98,97.00000000000003,77.97999999999996,566.18,719.42,787.5999999999999,-0.43598092801488525,-0.19608247422680475,0.2706559751315836,0.09477078757888292,0.7670152812398395,0.8811886039048529,0.9099101180711199,0.14885403910135692,0.03259405993108853,54.89691536181845,54.89691536181845,54.89691536181845
Well_no_21,7525.0,7125.0,3057.93,0.13640284395146976,145.8583123618282,7219318.844854794,2.1759891505,3442.9121484954194,25.365430890086753,1696.3092394851349,6.02597262275,9.5,2.5,4.798278880942588,206.1552812808831,0.009378676172507438,3.048203017501447e-05,0.18593050946857084,5.328629677456253,3053.230768979729,0.4724615510136118,9.470000000000255,2050.6096654409876,0.0,145.8583123618282,9.5,4.720000000000255,0.5999999999999999,0.9,27.372574412312524,443.65445558539034,0,1.3127065194177032,1.9987193995385086,2.460563971447745,3.4072934805825517,2.7212806004617462,2.2594360285525097,381.52,596.08,751.92,411.35,1010.4,1712.2,792.87,1606.48,2464.12,381.52,214.56000000000006,155.83999999999992,411.35,599.05,701.8000000000001,-0.437617949255609,-0.27367636092468367,0.45630241886471357,0.17152157582839517,0.518811406661874,0.7362864271579749,0.8182920572734481,0.4191793351178887,0.11137734866580451,92.67483308961971,92.67483308961971,92.67483308961971
Well_no_22,3425.0,5125.0,3051.309999999999,0.14251617296135394,169.01561273036657,7180622.221449999,2.114373944576717,3458.3885864919735,25.573055230273486,1668.0740488182805,5.777483935598115,9.5,2.5,4.998755569715618,514.78150704935,0.005684223629673658,8.493095575646848e-06,0.14987254055628435,6.243742552484179,3047.927414625666,0.4066292687166424,16.090000000000146,-2262.7416997969513,1.0,169.01561273036663,9.5,11.340000000000146,0.6500000000000001,0.8499999999999999,27.06959989295536,602.980305267565,0,1.1251913667393427,1.7272827591427893,2.134750706005847,10.214808633260803,9.612717240857357,9.2052492939943,872.1,1317.9,1611.3,240.62,830.75,1659.9,1112.72,2148.65,3271.2,872.1,445.80000000000007,293.39999999999986,240.62,590.13,829.1500000000001,-0.4888200894392844,-0.34185733512786043,1.4525392735433462,0.4050294003016286,0.21624487741749945,0.5696620428021196,0.7386307959556369,1.6343377452696144,0.29661227264216894,145.9380380527349,145.9380380527349,145.9380380527349
Well_no_23,7475.0,8625.0,3060.660000000001,0.13290002173814328,86.2027635704197,7336265.943149999,1.9900882285055275,3802.1151641856486,28.828985262540886,1649.7614507211024,5.765930586199353,9.5,2.35,4.253593664037093,430.1162633521315,0.005151543361290615,8.091778945023667e-06,0.14020165940501367,6.064055552030229,3056.5836896892356,0.44131551553823556,6.7400000000002365,3075.9144981614813,0.0,86.20276357041968,9.5,1.9900000000002365,0.6500000000000001,0.8499999999999999,14.2153650854269,2000.0,0,0.6867811025962849,1.0801838727961088,1.36595455865555,1.3032188974039516,0.9098161272041276,0.6240454413446865,384.49,628.05,817.24,536.65,1280.8,2141.9,921.14,1908.85,2959.1400000000003,384.49,243.55999999999995,189.19000000000005,536.65,744.15,861.1000000000001,-0.3665374912221386,-0.22323041550336634,0.3866579707444331,0.1571591748975343,0.5825933082918991,0.7534094015449879,0.8198687981414656,0.2931995455867888,0.08821153075630853,74.86980155865729,74.86980155865729,74.86980155865729
Well_no_24,4525.0,7625.0,3054.900000000001,0.12682840536473178,94.59088669333882,7324014.726315066,2.2464633684250375,3316.482982664558,24.14876085496878,1695.5755207520965,6.357926553747502,9.5,2.25,4.183333913720277,335.4101966249684,0.0059664039872741985,1.1875886088102281e-05,0.14916423383986024,5.815354250313306,3049.0575261211925,0.5296236939403798,12.5,282.8427124746189,1.0,94.59088669333886,9.5,7.75,0.5,0.75,16.265713595735406,685.1685838935077,0,0.7077629064958759,1.1069220055453828,1.392517818540773,7.042237093504124,6.643077994454617,6.357482181459227,474.04,675.5,796.17,214.48,647.16,1207.3,688.52,1322.6599999999999,2003.4699999999998,474.04,201.45999999999998,120.66999999999996,214.48,432.67999999999995,560.14,-0.5750147666863556,-0.40102253549091643,1.017344274524431,0.2945826014606639,0.3115087433916226,0.6823099000220773,0.8227552474258606,1.190339483230141,0.20583806185318285,122.73453887123807,122.73453887123807,122.73453887123807
Well_no_25,3025.0,1375.0,3058.7900000000004,0.11718638949794562,87.38631995596793,7427131.6793719055,1.8802450771988723,4077.8480662546294,30.7455290134525,1675.5951767000001,5.3415589534500265,9.5,1.7,4.39590176667832,694.6221994724906,0.004837707080571921,6.02260147965226e-06,0.13858136657098113,6.543368099880593,3054.6187431938956,0.4460628403052397,8.610000000000127,-5197.234841721122,1.0,87.38631995596796,9.5,3.8600000000001273,0.10000000000000002,0.8000000000000002,13.354944826894672,745.8121341472631,0,0.9169631005651695,1.4302609481184376,1.7896689451755594,2.943036899434958,2.4297390518816897,2.070331054824568,269.78,445.37,578.87,317.62,743.32,1227.6,587.4,1188.69,1806.4699999999998,269.78,175.59000000000003,133.5,317.62,425.70000000000005,484.27999999999986,-0.34913633330862165,-0.23970613360669757,0.3402808387381149,0.13760864458538832,0.5407218249914879,0.7079778476276006,0.7839036550228237,0.3093199033324495,0.10724319644978543,61.438867312384495,61.438867312384495,61.438867312384495
Well_no_26,6625.0,5725.0,3052.64,0.1419732748566699,172.68243216900674,7280404.897049999,2.0843163575838037,3632.059085998976,27.047456258967372,1670.5053157862308,5.819691612986195,9.5,2.65,5.071985723399823,873.2124598286488,0.00402456875771745,4.075315813787045e-06,0.12678118676376932,6.77217889373185,3048.082886232367,0.46535568838169183,14.760000000000218,424.2640687119284,1.0,172.6824321690068,9.5,10.010000000000218,0.8000000000000002,0.8499999999999999,25.49879955605382,2000.0,0,1.762375810235029,2.644191758051798,3.21136716455359,8.247624189765189,7.36580824194842,6.798632835446629,689.87,1069.4,1324.9,354.23,1003.7,1830.7,1044.1,2073.1000000000004,3155.6000000000004,689.87,379.5300000000001,255.5,354.23,649.47,827.0,-0.4498528708307361,-0.32679893552551853,0.8334697795217796,0.2733459590127334,0.33926826932286186,0.6311661807580176,0.7639722863741341,0.8603749240026142,0.21041384926014114,115.93836475900805,115.93836475900805,115.93836475900805
Well_no_27,2425.0,4775.0,3054.0,0.1084595,53.810024011935255,7463520.691499999,1.8139627795171755,4054.1014944949757,31.352647674577792,1688.0318303979475,4.9529449475,9.5,1.5,3.9656904679307816,353.55339059327366,0.006193975687323896,1.1823790103630091e-05,0.15349776760307782,5.868034508142217,3050.498403169899,0.4125798415049985,13.400000000000091,-3217.335854398792,1.0,53.810024011935276,9.5,8.650000000000091,0.0,0.75,9.170025148500903,784.8478214294612,0,0.8771378436571002,1.3672624295845306,1.7109081488903028,7.772862156342991,7.28273757041556,6.939091851109788,212.56,333.64,424.22,118.76,325.97,580.97,331.32,659.61,1005.19,212.56,121.07999999999998,90.58000000000004,118.76,207.21000000000004,255.0,-0.43037260067745586,-0.25189957053187934,0.7447793869989898,0.23063558708556514,0.3584450078473983,0.6311797496116239,0.7378899241854273,0.7608830805096264,0.16906463592893156,96.17593170948884,96.17593170948884,96.17593170948884
