Well_ID,X,Y,Depth,Porosity,Perm,AI,Density,Comp_vel,E,Vs,G,layer,lith_id,Log_perm,mindist,avg_inv_dist,avg_sq_inv_dist,avg_sqrt_inv_dist,log_mindist,Top_depth,interval,distance to woc,distance to fault,fault indicator,Avg_perm,thickness,bottom to woc,sand prp.,sandshaly prp.,k/log_mindist,area_poly,woc rise 0,woc rise 1,woc rise 2,woc rise 3,bottom to woc 1,bottom to woc 2,bottom to woc 3
Well_no_11,4275.0,5675.0,3050.4700000000007,0.13017354437429396,115.77640581958417,7278447.953267835,2.134073496097435,3528.618468130828,26.109482026196382,1681.9601010499998,6.20226304065085,9.5,2.3,4.605973648838527,813.9410298049856,0.004232653107643592,4.530544636541676e-06,0.12993300367984667,6.701887918421261,3046.5624697748294,0.4328765112584733,16.93000000000029,-1272.7922061357856,1.0,115.77640581958417,9.5,12.180000000000291,0.45,0.8499999999999999,17.27519278580494,902.1116770613194,0,1.2515678219828958,1.9067556116655346,2.3426789897161004,10.928432178017395,10.273244388334756,9.83732101028419
Well_no_12,1625.0,3775.0,3057.599999999999,0.12697395971306735,93.90321466731234,7321879.4734,1.9002001873753749,3852.5793478968712,29.157690528908688,1649.622772540717,5.284560560954738,9.5,2.15,4.446034660802061,500.0,0.004608504235300905,6.286226685796271e-06,0.13309548025266563,6.2146080984221905,3052.924631010597,0.47126844947010793,9.800000000000182,-4490.128060534576,1.0,93.90321466731234,9.5,5.050000000000182,0.45,0.8499999999999999,15.110078251137532,2000.0,0,0.8370009942017429,1.3203300739904926,1.6662210389016425,4.212999005798439,3.7296699260096893,3.3837789610985394
Well_no_13,5175.0,8875.0,3058.7900000000004,0.13100411999457923,97.04639315183287,7316657.937410638,2.130518356627917,3681.6722776772235,26.31339132438244,1673.1195596112939,5.973909880187189,9.5,2.45,4.4973883601129465,353.55339059327366,0.007748374576846001,1.6788336343080868e-05,0.1733996290769012,5.868034508142217,3052.013594198346,0.5763202900827537,8.610000000000127,1626.3455967290586,0.0,97.0463931518329,9.5,3.8600000000001273,0.6500000000000001,0.8000000000000002,16.538142885352105,465.1617274223119,0,0.4934322487301534,0.789815093612599,1.0134732596786475,3.366567751269974,3.0701849063875284,2.8465267403214796
Well_no_14,3075.0,8225.0,3057.550000000001,0.1273032331736538,60.35297709149866,7321686.294457791,1.9135977133778745,3838.766934087222,28.879984122364153,1694.2508010283534,5.255639625987241,9.5,2.15,3.9775906267082397,585.234995535981,0.00541274488549286,7.592286189973066e-06,0.14647602332703005,6.372013468342207,3050.493778009155,0.5903110995423049,9.849999999999909,-318.1980515339464,1.0,60.35297709149866,9.5,5.099999999999909,0.5,0.8000000000000002,9.471570860819376,611.2439623123854,0,0.371075116485124,0.6085479446036949,0.7957983037495503,4.728924883514785,4.4914520553962145,4.304201696250359
Well_no_15,1925.0,5875.0,3055.809999999999,0.11103841303189088,43.710441361605696,7449720.244546279,1.788904816203448,4328.386619719934,31.375208127331955,1639.7469815125764,5.180365478565799,9.5,1.7,3.710297256095123,390.5124837953327,0.005768768339290758,1.0152945471136992e-05,0.14814502094036777,5.9674599375148025,3051.965564426415,0.42972177867918615,11.590000000000146,-2793.071785686863,1.0,43.71044136160571,9.5,6.8400000000001455,0.05000000000000001,0.8000000000000002,7.324798460198676,2000.0,0,0.5498379236241947,0.879238138368658,1.1247995864768197,6.2901620763759505,5.960761861631488,5.715200413523326
Well_no_16,4775.0,9475.0,3059.739999999999,0.12404744171441846,90.81793524094067,7350065.589934503,2.198434985846784,3418.90865258918,25.96403146736652,1675.2647906762402,6.283545014370754,9.5,2.15,4.375484482757967,430.1162633521315,0.005750206094137375,9.407069643977375e-06,0.1493050685103188,6.064055552030229,3052.25808068316,0.6115959658420251,7.660000000000309,1767.7669529663685,0.0,90.81793524094066,9.5,2.9100000000003092,0.4000000000000001,0.75,14.976435235745006,1657.7348288554847,0,0.3461924144776869,0.570259763249201,0.7487628816508776,2.563807585522622,2.3397402367511084,2.1612371183494314
Well_no_17,5725.0,6275.0,3052.0,0.13607681878989902,99.3231094721762,7282111.02937593,2.21091639555,3484.1551262994863,24.87652014372155,1656.9648751013415,6.2165535522167445,9.5,2.35,4.404843993992291,500.0,0.005960606763949896,9.242797489298003e-06,0.1536887534875896,6.2146080984221905,3047.1925780524602,0.47787109737703304,15.400000000000091,176.77669529663683,1.0,99.32310947217617,9.5,10.650000000000091,0.55,0.8000000000000002,15.982199987380227,532.5527760049998,0,1.4972333213182136,2.262022376579869,2.7605755100992613,9.152766678681877,8.387977623420221,7.889424489900829
Well_no_18,2625.0,2375.0,3057.309999999999,0.11147063261128562,59.72829859280163,7446715.236863065,1.8350834391289372,4140.71785600584,30.37991009024474,1658.220076382133,4.945063593894941,9.5,1.7,3.8754367226278896,565.6854249492383,0.004582177053091081,5.772835757311731e-06,0.13389930024294608,6.338038137387954,3052.4949477717623,0.47825261141181274,10.090000000000146,-4772.970773009195,1.0,59.728298592801615,9.5,5.3400000000001455,0.29999999999999993,0.6999999999999997,9.423783400807519,907.9676199635937,0,1.0861411328166206,1.68086287523811,2.088005365094285,4.253858867183525,3.6591371247620357,3.2519946349058606
Well_no_19,3475.0,6925.0,3053.410000000001,0.1309548846871848,103.3845274566731,7324292.624927524,1.9143139303500003,3908.397350286624,28.936451391522844,1684.3038360314124,5.332792570887572,9.5,2.15,4.381442689866181,471.6990566028301,0.006778923479400139,1.2245933228254547e-05,0.16323419817336535,6.1563411902942144,3049.074726933243,0.4542636533378072,13.990000000000236,-954.594154601839,1.0,103.38452745667311,9.5,9.240000000000236,0.45,0.8499999999999999,16.793177028535073,389.30822651067376,0,0.6670402743959708,1.0483945641477346,1.3236682128523165,8.572959725604266,8.191605435852502,7.91633178714792
Well_no_20,1175.0,2175.0,3061.330000000001,0.11819198526152004,92.0821266308757,7368822.289704357,1.915604791374821,3905.168968834621,29.408544954585675,1694.7934908075142,5.44568874155,9.5,1.85,4.468598916813458,430.1162633521315,0.00547834582805523,9.144721644721645e-06,0.144038347366378,6.064055552030229,3055.6913552861456,0.5194322356926705,6.070000000000164,-5939.696961966999,1.0,92.08212663087573,9.5,1.3200000000001637,0.34999999999999987,0.75,15.18490815936652,2000.0,0,0.6981537487412911,1.1133532066984326,1.416997891435458,0.6218462512588726,0.20664679330173108,-0.09699789143529425
Well_no_21,7525.0,7125.0,3057.93,0.13640284395146976,145.8583123618282,7219318.844854794,2.1759891505,3442.9121484954194,25.365430890086753,1696.3092394851349,6.02597262275,9.5,2.5,4.798278880942588,206.1552812808831,0.009378676172507438,3.048203017501447e-05,0.18593050946857084,5.328629677456253,3053.230768979729,0.4724615510136118,9.470000000000255,2050.6096654409876,0.0,145.8583123618282,9.5,4.720000000000255,0.5999999999999999,0.9,27.372574412312524,443.65445558539034,0,1.3127065194177032,1.9987193995385086,2.460563971447745,3.4072934805825517,2.7212806004617462,2.2594360285525097
Well_no_22,3425.0,5125.0,3051.309999999999,0.14251617296135394,169.01561273036657,7180622.221449999,2.114373944576717,3458.3885864919735,25.573055230273486,1668.0740488182805,5.777483935598115,9.5,2.5,4.998755569715618,514.78150704935,0.005684223629673658,8.493095575646848e-06,0.14987254055628435,6.243742552484179,3047.927414625666,0.4066292687166424,16.090000000000146,-2262.7416997969513,1.0,169.01561273036663,9.5,11.340000000000146,0.6500000000000001,0.8499999999999999,27.06959989295536,602.980305267565,0,1.1251913667393427,1.7272827591427893,2.134750706005847,10.214808633260803,9.612717240857357,9.2052492939943
Well_no_23,7475.0,8625.0,3060.660000000001,0.13290002173814328,86.2027635704197,7336265.943149999,1.9900882285055275,3802.1151641856486,28.828985262540886,1649.7614507211024,5.765930586199353,9.5,2.35,4.253593664037093,430.1162633521315,0.005151543361290615,8.091778945023667e-06,0.14020165940501367,6.064055552030229,3056.5836896892356,0.44131551553823556,6.7400000000002365,3075.9144981614813,0.0,86.20276357041968,9.5,1.9900000000002365,0.6500000000000001,0.8499999999999999,14.2153650854269,2000.0,0,0.6867811025962849,1.0801838727961088,1.36595455865555,1.3032188974039516,0.9098161272041276,0.6240454413446865
Well_no_24,4525.0,7625.0,3054.900000000001,0.12682840536473178,94.59088669333882,7324014.726315066,2.2464633684250375,3316.482982664558,24.14876085496878,1695.5755207520965,6.357926553747502,9.5,2.25,4.183333913720277,335.4101966249684,0.0059664039872741985,1.1875886088102281e-05,0.14916423383986024,5.815354250313306,3049.0575261211925,0.5296236939403798,12.5,282.8427124746189,1.0,94.59088669333886,9.5,7.75,0.5,0.75,16.265713595735406,685.1685838935077,0,0.7077629064958759,1.1069220055453828,1.392517818540773,7.042237093504124,6.643077994454617,6.357482181459227
Well_no_25,3025.0,1375.0,3058.7900000000004,0.11718638949794562,87.38631995596793,7427131.6793719055,1.8802450771988723,4077.8480662546294,30.7455290134525,1675.5951767000001,5.3415589534500265,9.5,1.7,4.39590176667832,694.6221994724906,0.004837707080571921,6.02260147965226e-06,0.13858136657098113,6.543368099880593,3054.6187431938956,0.4460628403052397,8.610000000000127,-5197.234841721122,1.0,87.38631995596796,9.5,3.8600000000001273,0.10000000000000002,0.8000000000000002,13.354944826894672,745.8121341472631,0,0.9169631005651695,1.4302609481184376,1.7896689451755594,2.943036899434958,2.4297390518816897,2.070331054824568
Well_no_26,6625.0,5725.0,3052.64,0.1419732748566699,172.68243216900674,7280404.897049999,2.0843163575838037,3632.059085998976,27.047456258967372,1670.5053157862308,5.819691612986195,9.5,2.65,5.071985723399823,873.2124598286488,0.00402456875771745,4.075315813787045e-06,0.12678118676376932,6.77217889373185,3048.082886232367,0.46535568838169183,14.760000000000218,424.2640687119284,1.0,172.6824321690068,9.5,10.010000000000218,0.8000000000000002,0.8499999999999999,25.49879955605382,2000.0,0,1.762375810235029,2.644191758051798,3.21136716455359,8.247624189765189,7.36580824194842,6.798632835446629
Well_no_27,2425.0,4775.0,3054.0,0.1084595,53.810024011935255,7463520.691499999,1.8139627795171755,4054.1014944949757,31.352647674577792,1688.0318303979475,4.9529449475,9.5,1.5,3.9656904679307816,353.55339059327366,0.006193975687323896,1.1823790103630091e-05,0.15349776760307782,5.868034508142217,3050.498403169899,0.4125798415049985,13.400000000000091,-3217.335854398792,1.0,53.810024011935276,9.5,8.650000000000091,0.0,0.75,9.170025148500903,784.8478214294612,0,0.8771378436571002,1.3672624295845306,1.7109081488903028,7.772862156342991,7.28273757041556,6.939091851109788
Well_no_28,3875.0,6675.0,3052.339999999999,0.13805981112550877,130.54752613609517,7246823.56745099,2.1396885085965733,3449.035462538091,25.279138947,1673.4055087906222,5.641128620680883,9.5,2.5,4.698654874150536,471.6990566028301,0.006160267174710053,1.0135773719264375e-05,0.15565567430978403,6.1563411902942144,3048.191627290625,0.4449186354687072,15.059999999999945,-848.5281374238568,1.0,130.5475261360952,9.5,10.309999999999945,0.5999999999999999,0.9,21.205375417124383,560.7326870723367,0,0.819032586468428,1.2720137494187105,1.5897481998367167,9.490967413531518,9.037986250581234,8.72025180016323
Well_no_29,1425.0,1825.0,3061.150000000001,0.12079108902490114,109.09682907111451,7350144.894877324,1.8518466383718653,4200.002281281903,29.679181417999995,1646.4563834693176,5.409041073745952,9.5,2.0,4.614176948211326,430.1162633521315,0.005548638312865783,8.870280321994031e-06,0.14655634951879573,6.064055552030229,3056.0121786460095,0.49439106769946195,6.25,-6010.407640085656,1.0,109.09682907111453,9.5,1.5,0.4000000000000001,0.8000000000000002,17.990737079344395,1393.7176277669678,0,0.6909812067532467,1.0989925689208586,1.397309097441057,0.8090187932467533,0.4010074310791414,0.10269090255894309
Well_no_30,5075.0,6875.0,3052.7900000000004,0.14084828852939985,132.45815539042596,7167621.029198237,2.204966715713199,3262.1761319617362,23.855846757638613,1668.815302883222,6.082867964297664,9.5,2.45,4.69172897731633,763.2168761236876,0.004586492518334597,5.2968946383098306e-06,0.13532969579855098,6.6375422322109925,3047.791685781537,0.48741571092309643,14.610000000000127,141.42135623730945,1.0,132.45815539042593,9.5,9.860000000000127,0.6500000000000001,0.8000000000000002,19.95590397114558,737.7274317802489,0,1.0778619345999807,1.6501905935423715,2.037619777529653,8.782138065400147,8.209809406457756,7.822380222470475
Well_no_31,3175.0,3825.0,3053.190000000001,0.12452403563292871,110.4153556944207,7350338.218689762,1.894071985486514,3921.203603086718,29.894746066499998,1716.1737446305349,5.396904821364883,9.5,1.9,4.515062564242875,559.0169943749477,0.005550043791101701,7.928381844369308e-06,0.14848213163255683,6.3261798740792985,3048.9152332078866,0.4512383396057203,14.210000000000036,-3358.7572106361017,1.0,110.4153556944207,9.5,9.460000000000036,0.45,0.6999999999999997,17.45371739220273,598.0967888795361,0,1.3098647643114496,2.003753123904574,2.466656291086063,8.150135235688587,7.456246876095463,6.993343708913973
Well_no_32,2125.0,7825.0,3058.0400000000004,0.1146367174422526,76.55462287180292,7427695.47479568,2.0352917891533426,3688.4538802500006,27.370078930465024,1694.6641684350066,6.045313552702426,9.5,1.75,3.962288494524377,1006.2305898749051,0.003772536606591209,3.5729949598794167e-06,0.12277483241948017,6.9139665389814144,3051.9564147076317,0.5416792646183695,9.360000000000127,-1272.7922061357856,1.0,76.5546228718029,9.5,4.610000000000127,0.29999999999999993,0.6999999999999997,11.072460712701279,2000.0,0,0.3165611611621784,0.5277004016087565,0.6986033471917241,4.2934388388379485,4.082299598391371,3.911396652808403
Well_no_33,2975.0,5925.0,3052.620000000001,0.12669021956620602,104.62313701221842,7379184.97315,1.9103142365318155,3985.6652378282997,29.44767106314804,1694.8606214317217,5.393234251273357,9.5,2.0,4.2873757074957926,427.2001872658765,0.006393670852137852,1.1283656208775564e-05,0.15787006138002055,6.057252726002344,3049.3810549193317,0.399447254033339,14.7800000000002,-2015.2543263816601,1.0,104.62313701221842,9.5,10.0300000000002,0.4000000000000001,0.8000000000000002,17.2723744154006,490.40953280344604,0,0.7771970915072823,1.2137928867339915,1.5231182901978262,9.252802908492917,8.81620711326621,8.506881709802373
Well_no_34,4975.0,4175.0,3051.129999999999,0.1215068673705441,129.80382050704378,7422289.062307654,2.1955948474455265,3510.791363208356,25.453503153523325,1676.5185768641998,6.070314267204263,9.5,2.0,4.579302074567923,353.55339059327366,0.006419173725091041,1.2359524773981192e-05,0.1567811928721133,5.868034508142217,3045.6968203665238,0.5091589816738178,16.269999999999982,-1838.4776310850236,1.0,129.8038205070438,9.5,11.519999999999982,0.20000000000000004,0.8000000000000002,22.120493723568583,2000.0,0,1.7975150450407766,2.7026494332754782,3.28045205859957,9.722484954959205,8.817350566724503,8.239547941400412
Well_no_35,2225.0,2775.0,3057.309999999999,0.11959172265287435,85.64189015878951,7405884.71655,1.9131873174994296,3928.9433003027602,29.755571680189654,1678.8896596619209,5.666142107279168,9.5,2.0,4.28114167720257,565.6854249492383,0.0055582614388049855,7.993134920201767e-06,0.14847012299508652,6.338038137387954,3052.635863409416,0.47120682952916015,10.090000000000146,-4772.970773009195,1.0,85.64189015878948,9.5,5.3400000000001455,0.5,0.75,13.512365861857123,579.6933210429941,0,0.9916586103813008,1.5432826615251882,1.927066570494129,4.348341389618845,3.7967173384749575,3.4129334295060163
Well_no_36,5875.0,7375.0,3055.199999999999,0.14807587834797165,201.51073210314175,7155359.30917044,2.1618524943609136,3407.39898705,24.24661446421007,1675.3523258746277,6.098509571577723,9.5,2.55,5.081478701658675,427.2001872658765,0.005919308574750161,9.779639772435927e-06,0.15189675426602095,6.057252726002344,3049.845392383797,0.505230380810076,12.200000000000273,1060.6601717798217,0.0,201.5107321031418,9.5,7.450000000000273,0.75,0.8000000000000002,33.267677810124084,627.1148979118765,0,1.078625978568743,1.6521518196937648,2.04209940437686,6.37137402143153,5.797848180306508,5.407900595623413
Well_no_37,3625.0,8425.0,3057.61,0.13245480862660478,70.15207331726329,7348817.316084157,2.1734262795049184,3360.9210890104323,25.534012349800335,1651.4443946977462,6.3343076408,9.5,2.35,3.9960948895341986,430.1162633521315,0.006207561073585067,1.0689027141292395e-05,0.15548859929530096,6.064055552030229,3050.2073370206713,0.6076331489664426,9.789999999999964,212.1320343559642,1.0,70.1520733172633,9.5,5.039999999999964,0.5,0.8499999999999999,11.568507695114455,516.2399455354661,0,0.4044230221792846,0.6578963159452755,0.8549978398766255,4.635576977820679,4.382103684054688,4.1850021601233385
Well_no_38,3975.0,2075.0,3056.43,0.113711,79.60616855026686,7471404.596207874,1.8769648944227533,4062.651401447397,30.431838175395647,1687.6458848000002,5.146888932676817,9.5,1.85,4.072966523973581,559.0169943749477,0.0052502647786126545,7.734427465697107e-06,0.14261111349327352,6.3261798740792985,3051.0750632622535,0.5052468368872496,10.970000000000255,-4030.5086527633202,1.0,79.60616855026684,9.5,6.220000000000255,0.25,0.8000000000000002,12.583608138687742,2000.0,0,1.1726003286679083,1.7976087945102472,2.2200615333074216,5.047399671332347,4.422391205490007,3.999938466692833
Well_no_39,4625.0,4825.0,3050.370000000001,0.12870996075954308,145.7150725373232,7294302.340450001,2.186132977589973,3454.213052106033,25.834538257927285,1695.8997997461142,5.967246811878015,9.5,2.1,4.877464607427602,721.1102550927976,0.005202783639447998,6.828163713890935e-06,0.14408845202597492,6.580792045278803,3045.7820099371015,0.4668995031449185,17.0300000000002,-1626.3455967290586,1.0,145.7150725373232,9.5,12.2800000000002,0.4000000000000001,0.6999999999999997,22.142482475473784,703.4054868287146,0,1.6523931966068457,2.491206455781829,3.0311657482942005,10.627606803393354,9.788793544218372,9.248834251706
Well_no_40,1925.0,3375.0,3057.129999999999,0.12738456996246236,119.71412837715374,7360022.603849998,1.9949025530426703,3717.5593151500007,27.588184091165044,1694.4509006313206,5.946368313350964,9.5,2.15,4.579468634601886,500.0,0.005718054557545607,8.72916241890034e-06,0.14998539377758463,6.2146080984221905,3052.509510262995,0.4685244868501968,10.269999999999982,-4560.838738653231,1.0,119.71412837715373,9.5,5.519999999999982,0.4000000000000001,0.8499999999999999,19.263343155547904,581.0118530162349,0,0.9108561209965955,1.4260803161360671,1.789076596274442,4.609143879003386,4.0939196838639145,3.73092340372554
Well_no_41,6225.0,8325.0,3058.300000000001,0.1280779252810792,133.89921898273093,7395917.565956568,2.272567325047945,3313.7032846344823,24.900561890177745,1686.3854305910434,6.374683236927636,9.5,2.3,4.005336726805443,583.09518948453,0.004923748284775639,6.521711534094083e-06,0.1390133422596973,6.36835044829617,3053.0369631179224,0.5006518441038225,9.099999999999909,1979.8989873223331,0.0,133.8992189827309,9.5,4.349999999999909,0.55,0.75,21.02573030015255,1207.910656655103,0,0.7677189547674154,1.19668471605448,1.501885253916035,3.582281045232494,3.153315283945429,2.848114746083874
Well_no_42,3325.0,7375.0,3054.830000000001,0.1288845,79.68443663942772,7303233.714359467,1.9519388795166388,3846.2637111156364,27.583153066222412,1684.5589292530938,5.395041885266795,9.5,2.2,4.28145642833133,474.3416490252568,0.005503486216298643,8.287348990243422e-06,0.14683950979430394,6.161927840593279,3049.6842524324334,0.49478737837825976,12.570000000000164,-742.4621202458749,1.0,79.68443663942773,9.5,7.820000000000164,0.5,0.8499999999999999,12.931738037321058,694.9895129449964,0,0.5457752196349129,0.8687807037081101,1.1088024816784716,7.274224780365251,6.951219296292054,6.711197518321692
Well_no_43,3775.0,9425.0,3059.7300000000014,0.1421326362166827,148.6335640947845,7158336.260129148,2.137717502641904,3590.053072156263,25.062919840603463,1654.9784768954062,5.872862455425694,9.5,2.5,4.850353759302621,403.11288741492734,0.005756696636331975,9.789098535628969e-06,0.1487500552558707,5.9992166403759635,3050.755321758572,0.6862339120714751,7.670000000000073,1025.3048327204938,0.0,148.63356409478453,9.5,2.9200000000000728,0.6999999999999997,0.8000000000000002,24.77549536958708,625.7730966968238,0,0.28029504624744744,0.4716237066921981,0.6293405993383496,2.6397049537526254,2.4483762933078745,2.290659400661723
Well_no_44,5325.0,5975.0,3050.9599999999996,0.14399897780667034,183.1008203461644,7221881.172315245,2.0806381642195264,3748.4140983941243,26.82074476087562,1721.9519908960217,5.964050952256289,9.5,2.65,5.004019218726969,500.0,0.005825311796389539,9.168389356826908e-06,0.1510985588504728,6.2146080984221905,3046.4071276165037,0.4651436191748644,16.440000000000055,-318.1980515339464,1.0,183.10082034616437,9.5,11.690000000000055,0.75,0.9,29.462971348531426,582.2481084844023,0,1.5270992129603693,2.3058443876411734,2.8112742879255035,10.162900787039685,9.384155612358882,8.878725712074552
Well_no_45,3475.0,3125.0,3054.2300000000014,0.12781406472714066,72.84350855378756,7369082.463864091,1.9307320121694675,3930.2557672341654,28.287953912583287,1665.8593038953084,5.169359628565635,9.5,2.0,4.181442072098784,585.234995535981,0.00583671407330412,8.712492763603526e-06,0.15235049904848955,6.372013468342207,3049.1993296727965,0.48903351636013215,13.170000000000073,-3641.5999231107185,1.0,72.84350855378759,9.5,8.420000000000073,0.25,0.8499999999999999,11.431788227644638,535.8721442493387,0,1.4012825545188186,2.133329606808729,2.6162331270638983,7.018717445481254,6.2866703931913435,5.803766872936174
Well_no_46,2375.0,8825.0,3059.839999999999,0.11755384400956818,67.01229720831674,7395368.775449999,1.9783365443949463,3955.4359191258545,28.202709350293315,1704.3277170000001,5.642479159559019,9.5,1.9,4.11204188338493,400.0,0.00531673410699807,8.948198582771286e-06,0.14168441865341724,5.991464547107982,3051.261590535372,0.6664204732314829,7.559999999999945,-388.9087296526012,1.0,67.01229720831677,9.5,2.8099999999999454,0.25,0.8000000000000002,11.184627177784588,700.1645394736827,0,0.23897564356695153,0.40999306185764517,0.55482276783426,2.5710243564329938,2.4000069381423,2.2551772321656856
