Well_ID,"X, m","Y, m","Depth, m","Porosity, fraction","Permeability, mD","Acoustic Impedance, kg/s-m^2",Rock facies,"Density, g/cm3","Compressible velocity, m/s","Youngs modulus, GPa","Shear velocity, m/s","Shear modulus, GPa",layer,lith_id
Well_no_1,7325,7175,3059.8,0.15979845549637442,199.87365021818775,7167792.552999999,Sandstone,2.142143511,3099.416514,28.23910897,1581.9857140000001,4.7158801630000005,14,3
Well_no_1,7325,7175,3060.3,0.14681,189.116974,7112052.852000001,Sandstone,2.358308128045257,3050.889132124462,21.19648513,1677.3725579052705,6.3211457410000005,15,3
Well_no_1,7325,7175,3060.8,0.14719000000000002,199.87365021818775,7156409.529008673,Sandstone,2.39221998,2832.5078519999997,20.49510295,1514.6911630000002,6.783677636,16,3
Well_no_1,7325,7175,3061.3,0.1469,199.87365021818775,7341491.8379999995,Sandstone,1.590040501,4905.749054,34.76533688296742,1582.032837,5.499946972999999,17,3
Well_no_1,7325,7175,3061.8,0.15361,199.87365021818775,6981515.306,Sandstone,1.607275108,4214.779801,33.34538687,1795.6965579999999,5.0560615339999995,18,3
Well_no_1,7325,7175,3062.3,0.06265,53.534609327512214,7768757.242000001,Sandy shale,2.560526178,2853.426882,23.79681556,1589.617834,7.648818351,19,1
Well_no_2,4225,3525,3047.79,0.16515,193.28850880000002,6987280.06,Sandstone,2.013514148,3452.2911090000002,24.83247409,1606.252615,4.197027186000001,0,3
Well_no_2,4225,3525,3048.29,0.16562000000000002,259.749618,6900103.869,Sandstone,1.678338725,4093.3523402819933,28.56813761,1661.290213,4.531664002,1,3
Well_no_2,4225,3525,3048.79,0.16688,217.0687581780494,7114981.296,Sandstone,1.823422974,3489.971832,25.14215129,1675.91125853309,6.153294147,2,3
Well_no_2,4225,3525,3049.29,0.16968,217.0687581780494,6979479.356000001,Sandstone,1.767041163,4181.260033,23.72552685,1762.045732,3.5161537110000003,3,3
Well_no_2,4225,3525,3049.79,0.16552999999999998,217.5977551,7178261.94,Sandstone,1.799881951,3928.6559225007995,27.86010965,1868.5350329999999,4.015978288,4,3
Well_no_2,4225,3525,3050.29,0.05515,34.83382854,8011859.007999999,Sandy shale,3.120177511,2802.475955,23.56589038,1662.706812,10.49536718,5,1
Well_no_2,4225,3525,3050.79,0.12519,85.44653112189434,7475518.85,Shaly sandstone,2.318498830284859,3442.540527,25.79199755,1676.0690685180095,7.6218625829999995,6,2
Well_no_2,4225,3525,3051.29,0.13232,85.44653112189434,7355239.949,Shaly sandstone,1.796843182,4104.740315,30.193998648898738,1595.100767,5.8315240610000005,7,2
Well_no_2,4225,3525,3051.79,0.13982999999999998,85.44653112189434,7285425.884,Shaly sandstone,2.317619904,2669.9864829999997,24.34348933,1653.361325,7.011412366,8,2
Well_no_2,4225,3525,3052.29,0.13883,217.0687581780494,7156247.18,Sandstone,2.325412841,3250.133418,22.20109332,1683.452773,7.243716842,9,3
Well_no_2,4225,3525,3052.79,0.14405,217.0687581780494,7119358.985,Sandstone,2.091421302,3887.650561,25.58319849,1644.1613300000001,6.5774130820000005,10,3
Well_no_2,4225,3525,3053.29,0.15441,217.0687581780494,7127883.740767918,Sandstone,2.015555984,3407.0640789999998,22.6572701,1619.441825,6.719795263,11,3
Well_no_2,4225,3525,3053.79,0.06948,45.13435616951407,7705429.781,Sandy shale,2.663888585,3226.550825,20.51004284,1685.1124350000002,6.694376048,12,1
Well_no_2,4225,3525,3054.29,0.09208999999999999,85.44653112189434,7551326.259,Shaly sandstone,1.656230025,4665.157364,36.27317386,1650.158993,4.971056849,13,2
Well_no_2,4225,3525,3054.79,0.06708,45.13435616951407,7785667.6389999995,Sandy shale,2.7570370630893546,2574.692689,23.03532471,1756.5472120000002,9.211878146,14,1
Well_no_2,4225,3525,3055.29,0.06629,45.13435616951407,7771041.288,Sandy shale,2.446478224092437,3016.9867609379935,21.79912368,1462.392048,7.2436426670000005,15,1
Well_no_2,4225,3525,3055.79,0.13195,85.44653112189434,7048428.636,Shaly sandstone,1.774578241,4339.2119729999995,25.93166867,1683.1977920000002,5.760201926000001,16,2
Well_no_2,4225,3525,3056.29,0.1328036748638019,85.44653112189434,7159022.947000001,Shaly sandstone,1.854531509,3540.0008340000004,27.393214182699985,1578.970687,7.077472861,17,2
Well_no_2,4225,3525,3056.79,0.14274,85.44653112189434,7274479.991,Shaly sandstone,2.19567253,3231.252113,27.39149125,1763.6764489999998,7.42253952,18,2
Well_no_2,4225,3525,3057.29,0.15654,85.44653112189434,7292463.3270000005,Shaly sandstone,2.208497467,3482.5798729999997,25.90503291,1785.74178,6.213358399616575,19,2
Well_no_3,7725,8275,3055.92,0.14985528721992417,117.84643938033066,7279665.002,Sandstone,2.274436223143755,3182.1069283342813,22.18628595,1676.9358637407663,5.97963375,0,3
Well_no_3,7725,8275,3056.42,0.13865,29.067691269292574,7282760.121,Shaly sandstone,2.0995875859999997,3483.7456520000005,23.64403021,1608.893259,6.5392483729999995,1,2
Well_no_3,7725,8275,3056.92,0.14321,117.84643938033066,7062904.66,Sandstone,1.800475658,3965.3501159999996,32.60810339,1691.5011539999998,4.796213768,2,3
Well_no_3,7725,8275,3057.42,0.15489,143.2063824,7161996.766,Sandstone,1.789920781,3679.1985979999995,28.16537065606066,1741.546071,6.606055676,3,3
Well_no_3,7725,8275,3057.92,0.15449000000000002,125.6434827,7376326.2129999995,Sandstone,2.037831024,3937.4949880000004,27.50145371,1740.555505,5.101164239,4,3
Well_no_3,7725,8275,3058.42,0.14985528721992417,117.84643938033066,7242941.81,Sandstone,1.9527260419999999,3859.980368,28.9657311,1615.687549,5.35785312,5,3
Well_no_3,7725,8275,3058.92,0.0588,42.10134707846194,7859513.945858266,Shale,1.1923570995819788,5175.863294,38.09932236,1772.722044,2.799067373,6,0
Well_no_3,7725,8275,3059.42,0.06577000000000001,42.10134707846194,7862608.344,Shale,1.706177426176434,3971.4825579999997,38.68620217,1591.900258,4.729970756,7,0
Well_no_3,7725,8275,3059.92,0.13237000000000002,29.067691269292574,7488273.098999999,Shaly sandstone,2.3234015980000002,2787.594642,24.10749099,1616.579069,8.140303009,8,2
Well_no_3,7725,8275,3060.42,0.13166,29.067691269292574,7494265.92,Shaly sandstone,1.789915704,4098.635042,32.16342939,1673.8855213593067,5.397300274,9,2
Well_no_3,7725,8275,3060.92,0.13224,29.067691269292574,7247639.69,Shaly sandstone,1.96138661,3825.247508,26.08334722,1669.12862,5.98594847,10,2
Well_no_3,7725,8275,3061.42,0.14442,29.067691269292574,7223813.876,Shaly sandstone,1.6208428841844864,4514.923244,32.64672905136427,1672.5002188008295,4.543025257,11,2
Well_no_3,7725,8275,3061.92,0.13808,29.067691269292574,7208889.982999999,Shaly sandstone,2.129888845,3445.194585425037,24.34611814,1584.499893,6.039278491,12,2
Well_no_3,7725,8275,3062.42,0.14484,117.84643938033066,7174056.28,Sandstone,2.03696391,3912.7211939999997,22.74898354,1779.628399,5.699345705084539,13,3
Well_no_3,7725,8275,3062.92,0.14267,117.84643938033066,7064035.727000001,Sandstone,1.850146681,3690.429928,25.46740342,1620.1809449999998,5.972958552000001,14,3
Well_no_3,7725,8275,3063.42,0.14503,89.41488740000001,7118049.692000001,Sandstone,1.7973768559999999,3896.470250354572,26.81803253,1554.730412,5.584654415,15,3
Well_no_3,7725,8275,3063.92,0.14668,117.84643938033066,6967210.076,Sandstone,2.1623420159999998,3120.4199495677512,18.81807089,1802.391116,7.5470095420000005,16,3
Well_no_3,7725,8275,3064.42,0.051320000000000005,42.10134707846194,7925076.582,Shale,1.8034369030000001,4277.131443,32.78620417,1663.162622,5.647868454,17,0
Well_no_3,7725,8275,3064.92,0.04992,42.10134707846194,7630241.47,Shale,1.8969122919999999,4412.593565,31.247068111683383,1701.460305,5.8264651160000005,18,0
Well_no_3,7725,8275,3065.42,0.05008,42.10134707846194,7654922.429,Shale,1.788693629,4075.826142602408,29.93186482,1737.7383760000002,5.029252703729923,19,0
Well_no_4,4425,6475,3046.86,0.15903,220.0252837094662,6789985.924,Sandstone,1.703893029,4209.7624523424465,30.907743111878325,1673.5157742908766,4.852793333999999,0,3
Well_no_4,4425,6475,3047.36,0.16175,220.0252837094662,7092784.253716137,Sandstone,1.5933355830000002,3843.6631759999996,26.70932734,1657.427089,3.312525195,1,3
Well_no_4,4425,6475,3047.86,0.16667,220.0252837094662,7053326.378,Sandstone,1.936873305,3637.1025630000004,27.39250241,1547.724237,5.4456815389214075,2,3
Well_no_4,4425,6475,3048.36,0.16872,179.491865,7299325.054,Sandstone,1.62626797,4357.381349,31.96400481256874,1394.895435,3.8461848589999996,3,3
Well_no_4,4425,6475,3048.86,0.17388,220.0252837094662,7089724.927,Sandstone,2.0941718330000003,3300.5727260000003,23.71974712,1676.5415810507955,6.397139582,4,3
Well_no_4,4425,6475,3049.36,0.06704,34.95709312402588,7791596.333,Sandy shale,2.7639350639999996,2261.546675,21.73557145,1795.3463940000001,7.9777815379999995,5,1
Well_no_4,4425,6475,3049.86,0.1303,66.48818678942114,7432723.33,Shaly sandstone,1.7328287340000001,4354.543516,32.00583623,1568.879823,5.4440362,6,2
Well_no_4,4425,6475,3050.36,0.12919,66.48818678942114,7224658.397000001,Shaly sandstone,2.233305848,3340.0268929999997,21.63708807,1857.397949,6.259177897000001,7,2
Well_no_4,4425,6475,3050.86,0.14205,220.0252837094662,7396983.81,Sandstone,2.0640625619999997,3426.137805,26.54064803,1532.115941,5.8107615220310995,8,3
Well_no_4,4425,6475,3051.36,0.15806000495956513,220.0252837094662,7070194.736451599,Sandstone,1.520188058,5021.428819,37.7229208,1663.2160609999999,3.243780089,9,3
Well_no_4,4425,6475,3051.86,0.14905,220.0252837094662,7169676.803161431,Sandstone,2.35000519577636,3028.161094,23.45019254,1804.7547350000002,6.445947971,10,3
Well_no_4,4425,6475,3052.36,0.15806000495956513,220.0252837094662,7336735.87,Sandstone,2.0473957190000003,3232.273455,24.73378836455183,1777.6577539999998,2.771141628,11,3
Well_no_4,4425,6475,3052.86,0.06942999999999999,34.95709312402588,7832319.705,Sandy shale,2.8060277257559187,2544.687136,20.14163833,1790.498728,9.219634067000001,12,1
Well_no_4,4425,6475,3053.36,0.12536,66.48818678942114,7337473.400861289,Shaly sandstone,1.669753135,4288.59994,32.91728806,1614.788074,4.747120696478098,13,2
Well_no_4,4425,6475,3053.86,0.12905999999999998,66.48818678942114,7138347.506,Shaly sandstone,2.137753548,4375.6351859999995,23.09108796,1672.9641189308593,6.119509396747595,14,2
Well_no_4,4425,6475,3054.36,0.13325,66.48818678942114,7344122.374,Shaly sandstone,1.9223733159999998,3814.213395,26.42410517,1674.832228218361,4.839976975,15,2
Well_no_4,4425,6475,3054.86,0.15806000495956513,220.0252837094662,7208222.458,Sandstone,2.008410456,3884.226507,23.61325098,1642.383741,5.198682545,16,3
Well_no_4,4425,6475,3055.36,0.14351,118.08710890000002,7371247.685,Sandstone,1.592554445,4182.630131,33.47891539,1499.449327,4.51820427189914,17,3
Well_no_4,4425,6475,3055.86,0.1473,220.0252837094662,7257364.085,Sandstone,2.055163728,2695.080791,26.53099254,1765.955664,6.027856207999999,18,3
Well_no_4,4425,6475,3056.36,0.1523,157.2080368,7270247.691000001,Sandstone,1.6904174159999998,4253.530922999999,32.24823211,1514.567812,5.649619202,19,3
Well_no_5,2125,1225,3055.7,0.123890854069213,36.09472293199118,7217931.636,Shaly sandstone,1.82999321,3704.2063829999997,31.24283468,1639.5219539999998,4.509239945,0,2
Well_no_5,2125,1225,3056.2,0.13171,36.09472293199118,7214395.129,Shaly sandstone,1.567194535,4363.476812,33.5065163,1673.004152294443,4.4264845758907985,1,2
Well_no_5,2125,1225,3056.7,0.123890854069213,36.09472293199118,7321059.216,Shaly sandstone,2.12703931,3061.061737,23.46653797,1894.0022370000002,6.048546132999999,2,2
Well_no_5,2125,1225,3057.2,0.123890854069213,36.09472293199118,7361912.184060071,Shaly sandstone,1.876256074,3894.981310612124,28.65311064,1644.202468,3.6287369789999997,3,2
Well_no_5,2125,1225,3057.7,0.14021,36.09472293199118,7450108.406,Shaly sandstone,2.183858938,3528.95906,28.09022477,1989.829247,6.634111691,4,2
Well_no_5,2125,1225,3058.2,0.14793,36.09472293199118,7223422.987333424,Shaly sandstone,2.102587005,3152.606909,22.84054711,1677.0340048636945,5.122952616,5,2
Well_no_5,2125,1225,3058.7,0.15367999999999998,142.811635,7273768.728999999,Sandstone,2.267341341729143,3322.924542,26.23108473,1720.369643,6.829779782,6,3
Well_no_5,2125,1225,3059.2,0.14976,209.82046905352394,7311652.04,Sandstone,2.10123034,3992.830858,27.26447793,1668.442734,6.819544695,7,3
Well_no_5,2125,1225,3059.7,0.15277000000000002,209.82046905352394,7051251.336,Sandstone,2.228138752,3216.906894634461,22.04048352,1640.360793,5.938046566000001,8,3
Well_no_5,2125,1225,3060.2,0.06019,51.609492284676655,8213981.426,Shale,1.69420881,4215.360459,39.28699408,1493.0824289999998,4.968439828999999,9,0
Well_no_5,2125,1225,3060.7,0.12353,36.09472293199118,7209695.772000001,Shaly sandstone,1.897471891,3847.2209380000004,27.15523278,1704.588901,5.340993131,10,2
Well_no_5,2125,1225,3061.2,0.12062,36.09472293199118,7335083.046,Shaly sandstone,1.7397449219999999,3992.2582939999998,28.06939888,1598.532092,4.760438364,11,2
Well_no_5,2125,1225,3061.7,0.11954000000000001,36.09472293199118,7329361.509,Shaly sandstone,2.208525168,3305.635239,24.84154551,1720.8924719999998,5.198050248,12,2
Well_no_5,2125,1225,3062.2,0.123890854069213,36.09472293199118,7409646.0139999995,Shaly sandstone,1.904660205,3859.4863416913868,28.285845000000002,1668.18579,4.385187843,13,2
Well_no_5,2125,1225,3062.7,0.13974,36.09472293199118,7155294.908,Shaly sandstone,1.6408551530000002,4023.558496,26.98121143,1768.9904579999998,5.758057571,14,2
Well_no_5,2125,1225,3063.2,0.14035999999999998,36.09472293199118,7203057.606000001,Shaly sandstone,1.583290546,4624.5670310000005,33.27715072010925,1691.4514760000002,4.295266609,15,2
Well_no_5,2125,1225,3063.7,0.14107999999999998,104.9706551,7215770.521000001,Shaly sandstone,1.622235815,4133.086126,30.788430463880417,1734.091825,4.675086142,16,2
Well_no_5,2125,1225,3064.2,0.15133,209.82046905352394,7294261.194,Sandstone,2.058004475,3836.492597,26.22254319,1815.715875,4.601592459,17,3
Well_no_5,2125,1225,3064.7,0.15298,209.82046905352394,7257518.818,Sandstone,2.135520515,3687.907365,26.95416701890737,1647.368587,6.056978904375059,18,3
Well_no_5,2125,1225,3065.2,0.06913,51.609492284676655,7780547.545,Shale,1.924676985,3643.583074,27.38477560954568,1738.804997,5.207851603,19,0
Well_no_6,2675,4525,3048.71,0.16057000000000002,86.19059669,7211275.433999999,Sandstone,2.2763084080000002,3283.975693,22.25326851,1684.953311,7.086494688999999,0,3
Well_no_6,2675,4525,3049.21,0.1543,187.66934396223698,7193171.256,Sandstone,1.878439725,3984.13932,29.261560632901435,1714.2465079999997,5.926039942,1,3
Well_no_6,2675,4525,3049.71,0.16515,187.66934396223698,7050658.812000001,Sandstone,1.8564883,3781.694654,25.11653627,1695.67032,4.935515008,2,3
Well_no_6,2675,4525,3050.21,0.16547,187.66934396223698,7073312.947014319,Sandstone,2.283537102,3118.4833120000003,19.65923158,1677.147687215404,6.483534568,3,3
Well_no_6,2675,4525,3050.71,0.060489999999999995,50.610300644062164,7759853.147999999,Shale,1.3514769621304392,5007.755255,35.66549282,1785.190766,3.5918857089999996,4,0
Well_no_6,2675,4525,3051.21,0.08837,19.969905832616288,7903541.84,Sandy shale,2.533748154,2962.716868,24.41457802,1465.451935,6.9989321879999995,5,1
Well_no_6,2675,4525,3051.71,0.06351,50.610300644062164,8164686.971,Shale,1.803333136,4252.559513,36.27782981,1759.113116,4.157560728,6,0
Well_no_6,2675,4525,3052.21,0.1188,86.76749806136226,7287796.416,Shaly sandstone,2.269745485,3016.0093079999997,23.51532257,1902.226867,6.281325430416964,7,2
Well_no_6,2675,4525,3052.71,0.12195999999999999,86.76749806136226,7330545.688999999,Shaly sandstone,1.5032086980360126,4282.810488,31.794354994718447,1673.2726580146011,2.615646284,8,2
Well_no_6,2675,4525,3053.21,0.1284,87.60970259999999,7014560.563999999,Shaly sandstone,1.734134418,3730.586332,29.79733231,1779.9512329999998,4.546370894,9,2
Well_no_6,2675,4525,3053.71,0.13146,86.76749806136226,7386167.868,Shaly sandstone,1.69982085,4143.760626,30.82572968,1673.7354102378588,6.429989869,10,2
Well_no_6,2675,4525,3054.21,0.1405,86.76749806136226,7200478.129,Shaly sandstone,1.931771045,3839.178376140552,28.312758998080053,1617.803574,4.623747328,11,2
Well_no_6,2675,4525,3054.71,0.13964000000000001,86.76749806136226,7259043.791770636,Shaly sandstone,2.182803546,2846.856784,25.06708655,1613.257543,5.297311903,12,2
Well_no_6,2675,4525,3055.21,0.14907,187.66934396223698,7179051.124,Sandstone,1.523597241,4713.327104999999,33.93628336788788,1654.9005550000002,4.25251685,13,3
Well_no_6,2675,4525,3055.71,0.15411583128250508,187.66934396223698,7171327.993,Sandstone,1.7573709290000001,4047.5566479999998,28.48752299,1574.843546,4.9454788925081825,14,3
Well_no_6,2675,4525,3056.21,0.07404,50.610300644062164,7675772.804,Shale,1.523238364,4536.006688,33.135485095474756,1838.7570420000002,5.975332817000001,15,0
Well_no_6,2675,4525,3056.71,0.08765,19.969905832616288,7695366.873,Sandy shale,3.22425838,2719.93467,18.713764757580307,1620.518892,10.05677834,16,1
Well_no_6,2675,4525,3057.21,0.0659,50.610300644062164,7762043.621,Shale,1.5017270370078077,4405.209649,32.42209337601825,1672.8653237786145,3.022668073,17,0
Well_no_6,2675,4525,3057.71,0.13677,86.76749806136226,7245833.382,Shaly sandstone,1.841240265,4137.573819,30.063624481212198,1726.7512960000001,5.209818898867161,18,2
Well_no_6,2675,4525,3058.21,0.13623,86.76749806136226,7226411.998,Shaly sandstone,1.8991965709999998,3951.609012,24.32815372,1590.000591,4.526819424,19,2
Well_no_7,6725,8025,3053.65,0.16727,215.46309000724742,6953889.575,Sandstone,1.77371374,4053.657114,24.59213199,1674.0355069800594,3.5495490839999997,0,3
Well_no_7,6725,8025,3054.15,0.16937,215.46309000724742,6752590.282000001,Sandstone,2.2424202269999998,2561.876498,19.32565322,1599.947881,5.715957477999999,1,3
Well_no_7,6725,8025,3054.65,0.17424,215.46309000724742,7068142.509,Sandstone,1.6566170619999998,4536.382713,28.54121809,1672.4289762408223,4.679434260291114,2,3
Well_no_7,6725,8025,3055.15,0.15430008036974474,304.4786584,7011515.943,Sandstone,1.9710822864372166,3852.073792,21.73987974,1839.6547480000002,4.698516161000001,3,3
Well_no_7,6725,8025,3055.65,0.07115,15.26451350834534,7556219.413,Sandy shale,3.530373008,1921.2428940000002,18.91657497,1777.7012989999998,11.82003768,4,1
Well_no_7,6725,8025,3056.15,0.13757,96.15438222202162,7699729.443,Shaly sandstone,2.034820658,3767.514886,27.92346731,1547.4876279999999,5.840666043,5,2
Well_no_7,6725,8025,3056.65,0.14261,215.46309000724742,7361871.884,Sandstone,2.1492184340000002,2798.615689,26.99387823,1678.2118100037953,7.069276027000001,6,3
Well_no_7,6725,8025,3057.15,0.14323,96.15438222202162,7405789.55,Shaly sandstone,2.198295319,3394.56389,25.494955345986515,1511.0229279999999,7.2184057710000005,7,2
Well_no_7,6725,8025,3057.65,0.15153,215.46309000724742,7282890.52,Sandstone,1.765996539,4315.191847,25.43838762,1567.655984,3.189508666,8,3
Well_no_7,6725,8025,3058.15,0.14981,137.7124284,6991970.994,Sandstone,2.416743293,3486.7737159999997,21.64011024,1687.8348670000003,6.487556787999999,9,3
Well_no_7,6725,8025,3058.65,0.07712999999999999,15.94709982,7748323.199,Sandy shale,2.945194075,2880.803727,18.95533408,1651.842535,9.384545171000001,10,1
Well_no_7,6725,8025,3059.15,0.06649,15.26451350834534,7799389.806,Sandy shale,2.748518781,2763.166905,23.52503056,1678.3299155984664,7.814527931579858,11,1
Well_no_7,6725,8025,3059.65,0.13089,96.15438222202162,7493231.4,Shaly sandstone,2.115044807,3645.9362956727564,27.38752949,1812.05885,6.65399576,12,2
Well_no_7,6725,8025,3060.15,0.13271,96.15438222202162,7458031.334,Shaly sandstone,1.2352826208968442,5020.035186,39.49346705,1549.3203310000001,3.043136959,13,2
Well_no_7,6725,8025,3060.65,0.13927,96.15438222202162,7007143.175,Shaly sandstone,2.177408335,3526.622393,23.91716422,1827.177089,6.08871303666289,14,2
Well_no_7,6725,8025,3061.15,0.14114000000000002,96.15438222202162,7161335.666,Shaly sandstone,2.281723843,2414.325734,21.17362372,1679.4908525332637,6.249494227846024,15,2
Well_no_7,6725,8025,3061.65,0.13777999999999999,215.46309000724742,7361855.544,Sandstone,2.43109519,3107.646819,23.34338045,1639.209308,6.112602517000001,16,3
Well_no_7,6725,8025,3062.15,0.13442,215.46309000724742,7223065.185484835,Sandstone,1.623967229,4455.684106938293,33.65765611,1595.710172,5.514461401,17,3
Well_no_7,6725,8025,3062.65,0.14211,109.9447811,7216039.31,Sandstone,2.261106507,2992.0769010000004,21.27107239,1515.748247,7.510667926,18,3
Well_no_7,6725,8025,3063.15,0.14245,215.46309000724742,7305975.477000001,Sandstone,2.0937623064083,3172.689168,26.71375274,1747.623631,4.742892613,19,3
Well_no_8,3975,8675,3053.33,0.13435,23.8963773309327,7223095.935,Shaly sandstone,1.985633938,3726.9410229352075,27.463035789730785,1714.383076,3.90226329,0,2
Well_no_8,3975,8675,3053.83,0.11347585874922207,73.03729848,7506414.966,Shaly sandstone,1.8478892923628756,4082.3510130000004,29.799071344164968,1685.331793,5.228734899645205,1,2
Well_no_8,3975,8675,3054.33,0.15387544444444637,171.98555329729967,7301463.036,Sandstone,1.878934268,4111.032750166397,31.93072654,1685.664552,5.356668477896691,2,3
Well_no_8,3975,8675,3054.83,0.15387544444444637,59.0239012,7476620.33,Sandstone,2.396325924,3772.528839,22.28733007,1609.868913,5.927733256000001,3,3
Well_no_8,3975,8675,3055.33,0.07356,22.89367763,7327600.48,Sandy shale,3.070687145,2681.568879,19.15829739,1658.785062,8.990189111,4,1
Well_no_8,3975,8675,3055.83,0.07173462969220189,67.52786119,7725057.2870000005,Sandy shale,2.516292145,3071.55754,24.86402623,1677.3036285796832,7.201809829,5,1
Well_no_8,3975,8675,3056.33,0.12987,23.8963773309327,7387077.802999999,Shaly sandstone,1.7740238869999998,3975.9845119999995,29.542557970226895,1659.2856,4.887344076000001,6,2
Well_no_8,3975,8675,3056.83,0.13777,23.8963773309327,7257194.598559711,Shaly sandstone,2.18984327,3249.16968,24.72001381127687,1703.391012,7.186915547000001,7,2
Well_no_8,3975,8675,3057.33,0.13593,171.98555329729967,7241143.504,Sandstone,2.106568277,3388.407854215208,23.36523289,1563.613356,4.71653287,8,3
Well_no_8,3975,8675,3057.83,0.14679,154.2133349,7189737.103999999,Sandstone,1.4917403885012614,4896.518942000001,34.26139882,1713.5320530000001,4.513683718,9,3
Well_no_8,3975,8675,3058.33,0.14667,128.1662763,7123045.73,Sandstone,2.18032303,3287.830957,20.140691399999998,1608.447762,5.66355234,10,3
Well_no_8,3975,8675,3058.83,0.07006,62.7012192028432,7708360.386,Sandy shale,3.244659654,2098.69693,17.14405831,1640.569767,9.378819999,11,1
Well_no_8,3975,8675,3059.33,0.07047,58.00375867,7789466.125,Sandy shale,3.3573685980000003,1945.338531533117,17.45716032,1650.4331,9.912610823,12,1
Well_no_8,3975,8675,3059.83,0.13385,23.8963773309327,7435831.35,Shaly sandstone,1.60380045,4479.679524,33.56814549,1651.460852,4.969850368,13,2
Well_no_8,3975,8675,3060.33,0.14032,171.98555329729967,7198284.026774861,Sandstone,2.029005068,3379.7541920000003,23.61121469,1779.3738399999997,5.670528497,14,3
Well_no_8,3975,8675,3060.83,0.14192000000000002,155.6995567,7372128.103999999,Sandstone,1.707036323,4897.504842,30.01054771,1759.7096210000002,4.531117635,15,3
Well_no_8,3975,8675,3061.33,0.14965,171.98555329729967,7234865.159,Sandstone,2.2475668877775243,3544.0201460000003,28.76765765,1649.703997,7.601314303,16,3
Well_no_8,3975,8675,3061.83,0.15387544444444637,171.98555329729967,7124545.322000001,Sandstone,2.440515654,3243.856873,23.32231611,1676.7303320627354,5.994426122,17,3
Well_no_8,3975,8675,3062.33,0.15252000000000002,171.98555329729967,7092311.93,Sandstone,2.033810302,3681.599853,24.84885025,1637.55999,4.9704607769999996,18,3
Well_no_8,3975,8675,3062.83,0.15494000000000002,171.98555329729967,7244722.317000001,Sandstone,1.8308520719999999,4016.366211,22.23946771,1674.1596944356459,5.350788755,19,3
Well_no_9,5625,5475,3046.05,0.16404000000000002,114.56145264178602,7000135.432,Sandstone,2.258512491,2654.126575,23.72363544,1640.578999,6.251533378310565,0,3
Well_no_9,5625,5475,3046.55,0.07105245254430227,52.05454548337397,7823794.694,Sandy shale,2.601578695,3208.0126219999997,23.641426899999995,1669.863524,7.491288181,1,1
Well_no_9,5625,5475,3047.05,0.06915,52.05454548337397,7641568.209,Sandy shale,2.726198052,3237.331625,21.75040443,1676.7521093895298,7.516060488,2,1
